,season_x,player,age,team_id,pos,g,gs,mp_per_g,fga_per_g,fg_pct,fg3a_per_g,fg3_pct,fg2a_per_g,fg2_pct,efg_pct,fta_per_g,ft_pct,orb_per_g,drb_per_g,tr_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,season_y,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,mov,mov_adj,win_loss_pct
898,2023,Thanasis Antetokounmpo,30,MIL,PF,37,0,5.6,1.2,.435,0.2,.000,1.0,.526,.435,0.6,.500,0.4,0.8,1.2,0.4,0.1,0.1,0.3,0.6,1.4,2023,206,6.7,.458,.174,.478,7.9,14.1,11.1,9.3,0.7,1.2,17.7,13.8,-0.1,0.2,0.1,.022,-6.5,-1.1,-7.6,-0.3,3.63,3.61,0.7073170731707317
906,2024,Danilo Gallinari,35,MIL,SF,17,0,9.1,2.2,.378,1.0,.176,1.2,.550,.419,1.1,.889,0.4,0.7,1.1,0.7,0.4,0.1,0.6,0.9,2.8,2024,630,13.4,.601,.489,.516,3.4,15.3,9.3,11.6,1.1,0.8,9.0,17.2,1.0,0.3,1.3,.098,-0.8,-1.0,-1.9,0.0,3.63,3.61,0.7073170731707317
914,2024,Marques Bolden,25,MIL,C,2,0,1.5,0.0,,0.0,,0.0,,,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,2024,121,16.0,.691,.040,.160,9.0,22.8,15.8,4.8,1.2,5.4,10.1,10.9,0.2,0.1,0.3,.134,-2.1,-0.5,-2.7,0.0,3.63,3.61,0.7073170731707317
920,2024,Andre Jackson Jr.,22,MIL,SG,57,8,10.0,1.8,.500,0.8,.370,0.9,.611,.585,0.2,.727,0.8,1.2,2.0,0.9,0.3,0.1,0.5,1.6,2.2,2024,572,8.5,.596,.460,.110,8.4,13.1,10.8,10.8,1.3,0.9,21.1,10.0,0.5,0.5,1.0,.081,-3.6,0.0,-3.6,-0.2,3.63,3.61,0.7073170731707317
922,2024,Chris Livingston,20,MIL,SF,21,0,4.3,1.0,.500,0.2,.200,0.8,.588,.523,0.2,.750,0.1,0.9,1.0,0.2,0.1,0.0,0.2,0.7,1.2,2024,90,6.9,.547,.227,.182,3.7,21.5,12.8,7.2,1.1,0.0,17.4,13.8,0.0,0.1,0.1,.027,-7.0,-1.0,-8.0,-0.1,3.63,3.61,0.7073170731707317
924,2023,Shai Gilgeous-Alexander,24,OKC,PG,68,68,35.5,20.3,.510,2.5,.345,17.8,.533,.531,10.9,.905,0.9,4.0,4.8,5.5,1.6,1.0,2.8,2.8,31.4,2023,2416,27.2,.626,.122,.535,2.6,12.2,7.3,25.7,2.2,2.5,10.1,32.8,8.4,3.0,11.4,.226,5.7,1.5,7.3,5.6,1.09,0.9700000000000001,0.4878048780487805
932,2023,Josh Giddey,20,OKC,PF,76,76,31.1,14.7,.482,3.1,.325,11.6,.524,.516,1.9,.731,1.9,5.9,7.9,6.2,0.8,0.4,2.8,1.9,16.6,2023,2367,17.1,.533,.209,.130,6.6,20.9,13.6,29.9,1.1,1.2,15.1,24.6,1.3,2.7,4.0,.081,1.5,-0.3,1.2,1.9,1.09,0.9700000000000001,0.4878048780487805
940,2024,Gordon Hayward,33,OKC,SF,26,3,17.2,4.1,.453,1.1,.517,3.0,.429,.524,1.5,.692,0.5,2.0,2.5,1.6,0.5,0.0,0.6,0.8,5.3,2023,1577,13.5,.563,.275,.274,2.2,12.6,7.3,19.3,1.3,0.7,13.2,20.0,0.8,1.1,2.0,.059,-1.1,-0.3,-1.4,0.2,1.09,0.9700000000000001,0.4878048780487805
948,2023,Jalen Williams,21,OKC,SG,75,62,30.3,10.6,.521,2.7,.356,7.9,.579,.567,2.5,.812,1.1,3.4,4.5,3.3,1.4,0.5,1.6,2.5,14.1,2023,2276,15.6,.601,.258,.241,3.9,12.2,7.9,15.4,2.1,1.4,12.3,18.4,3.0,2.6,5.6,.119,-0.4,0.7,0.3,1.3,1.09,0.9700000000000001,0.4878048780487805
956,2023,Luguentz Dort,23,OKC,SF,74,73,30.7,11.8,.388,5.5,.330,6.3,.440,.466,3.5,.772,1.7,2.9,4.6,2.1,1.0,0.3,1.2,3.3,13.7,2023,2272,11.3,.513,.468,.297,5.9,10.4,8.1,9.2,1.6,0.9,8.5,19.8,0.9,2.1,2.9,.062,-2.0,-1.0,-3.0,-0.6,1.09,0.9700000000000001,0.4878048780487805
964,2023,Isaiah Joe,23,OKC,SG,73,10,19.1,7.0,.441,5.4,.409,1.6,.553,.599,1.4,.820,0.4,2.0,2.4,1.2,0.7,0.1,0.5,1.4,9.5,2023,1395,14.5,.626,.776,.197,2.0,11.6,6.7,8.7,1.6,0.5,6.6,17.7,2.5,1.3,3.8,.131,1.3,-0.4,0.9,1.0,1.09,0.9700000000000001,0.4878048780487805
972,2023,Aleksej Pokusevski,21,OKC,PF,34,25,20.6,7.3,.434,3.1,.365,4.3,.483,.510,1.0,.629,1.3,3.4,4.7,1.9,0.6,1.3,1.3,1.7,8.1,2023,701,13.4,.522,.418,.141,6.8,17.8,12.2,12.4,1.4,5.7,14.0,18.3,0.0,1.0,1.0,.066,-1.0,1.0,0.0,0.3,1.09,0.9700000000000001,0.4878048780487805
988,2023,Kenrich Williams,28,OKC,PF,53,10,22.8,6.5,.517,2.5,.373,4.0,.608,.590,0.7,.436,1.8,3.1,4.9,2.0,0.8,0.3,0.6,2.1,8.0,2023,1206,14.4,.585,.387,.113,8.5,14.9,11.6,11.7,1.8,1.1,8.1,13.7,2.0,1.3,3.3,.133,0.1,0.4,0.5,0.8,1.09,0.9700000000000001,0.4878048780487805
996,2023,Tre Mann,21,OKC,PG,67,5,17.7,7.5,.393,3.8,.315,3.6,.475,.474,0.8,.764,0.4,1.9,2.3,1.8,0.6,0.2,0.9,1.5,7.7,2023,1183,10.0,.492,.513,.110,2.4,11.8,7.0,14.0,1.6,0.9,10.6,20.7,-0.6,1.1,0.5,.021,-3.0,-1.0,-3.9,-0.6,1.09,0.9700000000000001,0.4878048780487805
1012,2023,Eugene Omoruyi,25,OKC,SF,23,2,11.8,4.1,.468,1.3,.258,2.7,.571,.511,1.2,.607,1.0,1.3,2.3,0.5,0.6,0.0,0.7,2.0,4.9,2023,645,10.9,.533,.390,.329,7.1,11.8,9.4,6.3,2.1,0.4,11.5,19.3,0.1,0.5,0.6,.042,-3.5,-0.9,-4.4,-0.4,1.09,0.9700000000000001,0.4878048780487805
1020,2023,Jeremiah Robinson-Earl,22,OKC,PF,43,20,18.9,5.8,.444,2.6,.333,3.2,.533,.518,1.0,.833,1.7,2.5,4.2,1.0,0.6,0.3,0.4,1.7,6.8,2023,814,13.0,.548,.448,.169,9.2,14.7,11.9,7.0,1.4,1.2,6.7,14.6,1.1,0.8,1.9,.111,-0.8,-0.7,-1.5,0.1,1.09,0.9700000000000001,0.4878048780487805
1024,2023,Aaron Wiggins,24,OKC,SG,70,14,18.5,5.2,.512,1.7,.393,3.4,.573,.579,1.0,.831,1.0,2.0,3.0,1.1,0.6,0.2,0.8,1.6,6.8,2023,1297,12.2,.607,.336,.196,5.5,12.0,8.7,8.3,1.4,1.1,12.2,14.5,1.4,1.2,2.6,.097,-1.5,-0.5,-2.1,0.0,1.09,0.9700000000000001,0.4878048780487805
1032,2023,Dario Šarić,28,OKC,C,20,0,13.7,5.0,.515,2.3,.391,2.7,.623,.606,1.6,.844,0.7,2.6,3.3,0.9,0.4,0.1,1.0,1.5,7.4,2023,806,13.5,.583,.415,.274,7.1,21.4,14.1,12.7,1.2,0.8,15.1,19.2,0.7,1.0,1.7,.099,-1.5,0.1,-1.4,0.1,1.09,0.9700000000000001,0.4878048780487805
1040,2023,Jared Butler,22,OKC,PG,6,1,12.8,5.3,.469,2.3,.500,3.0,.444,.578,0.0,,0.2,0.5,0.7,1.3,0.8,0.0,0.8,0.8,6.2,2023,77,13.0,.578,.438,.000,1.4,4.3,2.8,15.0,3.1,0.0,13.5,20.1,0.0,0.1,0.1,.061,-2.2,-0.4,-2.6,0.0,1.09,0.9700000000000001,0.4878048780487805
1044,2023,Mike Muscala,31,OKC,C,43,5,14.5,4.7,.438,3.3,.394,1.4,.541,.576,0.9,.795,0.5,2.6,3.1,0.9,0.3,0.4,0.3,1.6,6.2,2023,945,13.0,.608,.709,.178,4.2,19.1,11.6,7.1,0.8,2.3,6.8,15.1,1.4,1.1,2.5,.128,-0.3,-0.1,-0.4,0.4,1.09,0.9700000000000001,0.4878048780487805
1072,2023,Jaylin Williams,20,OKC,C,49,36,18.7,4.8,.436,2.3,.407,2.5,.463,.534,1.1,.704,0.9,4.0,4.9,1.6,0.6,0.2,0.8,2.3,5.9,2023,914,11.2,.559,.483,.231,5.1,23.6,14.1,10.7,1.5,1.2,12.6,13.5,0.7,1.2,1.9,.099,-2.3,0.6,-1.7,0.1,1.09,0.9700000000000001,0.4878048780487805
1092,2023,Lindy Waters III,25,OKC,SG,41,0,13.0,4.3,.393,4.0,.358,0.4,.750,.556,0.5,.800,0.4,1.4,1.8,0.7,0.3,0.3,0.2,1.0,5.2,2023,531,11.8,.573,.910,.112,3.2,12.2,7.6,7.0,1.3,1.9,5.1,15.5,0.6,0.5,1.1,.101,0.5,-0.4,0.1,0.3,1.09,0.9700000000000001,0.4878048780487805
1100,2023,Ousmane Dieng,19,OKC,PF,39,1,14.6,4.6,.420,2.5,.265,2.1,.602,.492,0.6,.652,0.5,2.2,2.7,1.2,0.4,0.2,0.7,1.1,4.9,2023,569,9.3,.505,.541,.127,3.5,16.5,9.9,10.7,1.2,1.1,12.0,15.9,-0.1,0.6,0.4,.038,-3.1,-0.5,-3.6,-0.2,1.09,0.9700000000000001,0.4878048780487805
1116,2024,Bismack Biyombo,31,OKC,C,10,0,7.3,1.2,.583,0.0,,1.2,.583,.583,0.8,.500,0.5,1.3,1.8,0.2,0.1,0.3,0.4,0.7,1.8,2023,874,14.4,.555,.000,.340,11.0,22.1,16.5,8.7,1.0,9.0,17.7,14.0,0.2,1.6,1.9,.102,-3.4,2.5,-0.9,0.2,1.09,0.9700000000000001,0.4878048780487805
1124,2023,Olivier Sarr,23,OKC,C,9,1,12.7,3.3,.500,0.9,.125,2.4,.636,.517,0.8,.714,1.3,2.1,3.4,0.4,0.1,0.6,0.4,1.9,4.0,2023,114,11.5,.544,.267,.233,11.1,18.2,14.6,4.6,0.4,4.1,10.8,13.6,0.1,0.1,0.2,.094,-4.2,-0.7,-4.9,-0.1,1.09,0.9700000000000001,0.4878048780487805
1132,2024,Chet Holmgren,21,OKC,C,82,82,29.4,11.6,.530,4.3,.370,7.4,.623,.598,3.4,.793,1.6,6.3,7.9,2.4,0.6,2.3,1.6,2.4,16.5,2024,2413,20.4,.632,.366,.289,6.2,23.1,15.0,11.6,1.1,7.3,10.9,21.6,4.6,4.4,8.9,.178,1.8,1.5,3.4,3.3,1.09,0.9700000000000001,0.4878048780487805
1134,2024,Vasilije Micić,30,OKC,PG,30,0,12.0,3.0,.407,1.5,.244,1.5,.565,.467,0.6,.737,0.0,0.8,0.8,2.5,0.3,0.1,1.0,0.7,3.3,2024,1176,10.7,.524,.416,.203,1.3,7.1,4.2,31.1,1.3,0.6,19.7,18.8,-0.1,0.4,0.4,.015,-2.5,-2.2,-4.6,-0.8,1.09,0.9700000000000001,0.4878048780487805
1140,2024,Cason Wallace,20,OKC,SG,82,13,20.6,5.4,.491,2.9,.419,2.5,.572,.602,0.5,.784,0.6,1.6,2.3,1.5,0.9,0.5,0.5,1.6,6.8,2024,1692,12.0,.612,.529,.084,3.6,8.6,6.2,8.9,2.2,2.0,8.9,12.9,1.9,2.1,4.0,.115,-0.9,1.0,0.1,0.9,1.09,0.9700000000000001,0.4878048780487805
1142,2024,Adam Flagler,24,OKC,SG,2,0,7.0,3.5,.143,3.0,.167,0.5,.000,.214,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5,2024,14,0.6,.214,.857,.000,0.0,0.0,0.0,33.6,0.0,0.0,0.0,21.7,0.0,0.0,0.0,-0.159,-6.7,-3.9,-10.6,0.0,1.09,0.9700000000000001,0.4878048780487805
1144,2024,Keyontae Johnson,23,OKC,SF,9,0,7.3,1.8,.313,0.3,.333,1.4,.308,.344,0.0,,0.4,0.7,1.1,0.4,0.1,0.0,0.4,0.6,1.2,2024,66,1.6,.344,.188,.000,7.0,9.8,8.4,7.2,0.7,0.0,20.0,13.1,-0.1,0.1,-0.1,-0.068,-7.5,-2.2,-9.8,-0.1,1.09,0.9700000000000001,0.4878048780487805
1146,2023,Jayson Tatum,24,BOS,SF,74,74,36.9,21.1,.466,9.3,.350,11.8,.558,.543,8.4,.854,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1,2023,2732,23.7,.607,.440,.399,3.2,22.5,13.0,20.9,1.4,1.6,10.4,32.7,6.2,4.3,10.5,.185,4.8,0.7,5.5,5.1,6.52,6.369999999999999,0.6951219512195121
1154,2023,Jaylen Brown,26,BOS,SF,67,67,35.9,20.6,.491,7.3,.335,13.4,.576,.550,5.1,.765,1.2,5.7,6.9,3.5,1.1,0.4,2.9,2.6,26.6,2023,2405,19.1,.581,.352,.249,3.6,17.0,10.4,16.5,1.5,0.9,11.4,31.4,1.6,3.4,5.0,.100,1.5,-0.2,1.3,2.0,6.52,6.369999999999999,0.6951219512195121
1162,2024,Kristaps Porziņģis,28,BOS,C,57,57,29.6,13.2,.516,5.1,.375,8.1,.606,.589,5.3,.858,1.7,5.5,7.2,2.0,0.7,1.9,1.6,2.7,20.1,2023,2120,23.1,.627,.350,.409,6.2,21.8,14.3,12.9,1.3,4.0,10.2,27.4,5.0,2.7,7.7,.174,3.8,0.5,4.3,3.4,6.52,6.369999999999999,0.6951219512195121
1174,2023,Derrick White,28,BOS,SG,82,70,28.3,9.2,.462,4.8,.381,4.5,.548,.560,2.3,.875,0.6,2.9,3.6,3.9,0.7,0.9,1.2,2.2,12.4,2023,2319,15.4,.604,.516,.253,2.5,11.2,6.9,19.4,1.1,2.8,10.1,17.7,4.4,3.1,7.4,.154,1.1,1.3,2.4,2.6,6.52,6.369999999999999,0.6951219512195121
1182,2023,Marcus Smart,28,BOS,PG,61,61,32.1,9.9,.415,5.6,.336,4.3,.519,.511,1.9,.746,0.8,2.4,3.1,6.3,1.5,0.4,2.3,2.8,11.5,2023,1957,12.1,.538,.568,.196,2.6,8.0,5.3,26.4,2.3,1.0,17.9,17.8,1.0,2.7,3.7,.092,-1.8,0.8,-1.0,0.5,6.52,6.369999999999999,0.6951219512195121
1186,2023,Al Horford,36,BOS,C,63,63,30.5,7.6,.476,5.2,.446,2.4,.539,.627,0.3,.714,1.2,5.0,6.2,3.0,0.5,1.0,0.6,1.9,9.8,2023,1922,13.8,.631,.678,.044,4.2,17.7,11.1,13.2,0.8,2.7,7.0,11.9,3.6,2.7,6.3,.157,1.6,1.7,3.3,2.5,6.52,6.369999999999999,0.6951219512195121
1206,2024,Xavier Tillman Sr.,25,BOS,PF,20,2,13.7,3.3,.515,1.4,.286,1.9,.684,.576,0.4,.571,0.7,2.0,2.7,1.0,0.5,0.5,0.3,0.8,4.0,2023,1180,17.3,.621,.049,.291,10.9,16.7,13.8,10.9,2.3,2.2,11.3,13.7,2.3,1.9,4.2,.171,0.3,1.7,1.9,1.2,6.52,6.369999999999999,0.6951219512195121
1214,2024,Svi Mykhailiuk,26,BOS,SF,41,2,10.1,3.3,.416,2.6,.389,0.7,.517,.569,0.2,.667,0.3,1.0,1.2,0.9,0.3,0.0,0.3,0.5,4.0,2023,468,14.0,.584,.572,.225,3.4,8.9,6.1,16.5,1.5,0.7,11.2,19.3,0.5,0.3,0.8,.081,0.5,-0.7,-0.1,0.2,6.52,6.369999999999999,0.6951219512195121
1222,2023,Sam Hauser,25,BOS,SF,80,8,16.1,5.0,.455,4.2,.418,0.8,.656,.631,0.2,.706,0.4,2.1,2.6,0.9,0.4,0.3,0.4,1.2,6.4,2023,1290,12.7,.634,.846,.043,3.0,14.1,8.6,7.6,1.1,1.4,6.9,14.7,1.8,1.6,3.4,.128,0.6,0.4,1.0,1.0,6.52,6.369999999999999,0.6951219512195121
1244,2024,Oshae Brissett,25,BOS,SF,55,1,11.5,2.8,.444,1.0,.273,1.8,.541,.493,1.5,.602,1.1,1.8,2.9,0.8,0.3,0.1,0.4,1.0,3.7,2023,1083,10.6,.520,.486,.455,6.4,16.0,11.2,5.4,1.4,1.0,8.2,16.1,0.4,0.7,1.1,.050,-2.0,-1.2,-3.2,-0.3,6.52,6.369999999999999,0.6951219512195121
1248,2023,Payton Pritchard,25,BOS,PG,48,3,13.4,5.1,.412,3.2,.364,1.9,.495,.527,0.3,.750,0.5,1.3,1.8,1.3,0.3,0.0,0.8,0.8,5.6,2023,643,10.3,.536,.629,.065,4.3,10.5,7.5,14.0,1.1,0.1,13.7,19.8,-0.1,0.7,0.6,.045,-2.1,-1.2,-3.4,-0.2,6.52,6.369999999999999,0.6951219512195121
1256,2024,Lamar Stevens,26,BOS,PF,19,1,6.4,2.4,.467,0.4,.375,1.9,.486,.500,0.6,.727,0.6,1.0,1.6,0.4,0.3,0.3,0.5,0.7,2.8,2023,1120,9.5,.524,.330,.198,5.0,16.7,10.9,4.0,1.2,1.6,7.9,13.6,0.3,1.6,1.9,.080,-3.0,0.2,-2.8,-0.2,6.52,6.369999999999999,0.6951219512195121
1272,2023,Blake Griffin,33,BOS,C,41,16,13.9,3.2,.485,1.6,.348,1.6,.625,.573,0.8,.656,1.1,2.6,3.8,1.5,0.3,0.2,0.5,1.8,4.1,2023,569,13.1,.590,.508,.246,9.2,20.4,14.9,14.2,1.2,1.4,13.2,12.7,1.0,0.8,1.8,.153,-1.4,1.5,0.1,0.3,6.52,6.369999999999999,0.6951219512195121
1274,2023,Luke Kornet,27,BOS,C,69,0,11.7,2.5,.665,0.2,.231,2.3,.701,.674,0.6,.821,1.2,1.6,2.9,0.8,0.2,0.7,0.4,1.2,3.8,2023,804,16.7,.697,.076,.229,11.9,14.8,13.4,9.1,0.7,4.9,11.8,11.5,2.1,1.2,3.3,.198,-0.4,1.3,1.0,0.6,6.52,6.369999999999999,0.6951219512195121
1290,2024,Neemias Queta,24,BOS,C,28,0,11.9,3.7,.644,0.0,,3.7,.644,.644,1.0,.714,1.9,2.5,4.4,0.7,0.5,0.8,0.5,1.8,5.5,2023,29,17.0,.607,.000,.222,19.8,23.5,21.7,5.0,0.0,6.0,9.2,16.1,0.1,0.0,0.1,.149,-2.6,-0.8,-3.4,0.0,6.52,6.369999999999999,0.6951219512195121
1294,2023,Justin Champagnie,21,BOS,SF,2,0,11.5,6.0,.167,2.5,.200,3.5,.143,.208,0.0,,1.0,1.0,2.0,1.5,0.5,0.0,0.0,0.5,2.5,2023,34,10.3,.367,.333,.000,9.6,17.1,13.1,16.3,1.4,0.0,0.0,19.2,0.0,0.0,0.0,.009,-5.1,-2.8,-7.9,-0.1,6.52,6.369999999999999,0.6951219512195121
1302,2023,JD Davison,20,BOS,SG,12,0,5.5,1.6,.421,0.6,.286,1.0,.500,.474,0.2,.500,0.2,0.6,0.8,0.9,0.2,0.2,0.3,0.4,1.6,2023,66,10.1,.478,.368,.105,3.4,11.4,7.4,22.4,1.5,2.6,16.8,15.8,0.0,0.1,0.1,.059,-4.5,0.4,-4.2,0.0,6.52,6.369999999999999,0.6951219512195121
1310,2023,Mfiondu Kabengele,25,BOS,PF,4,0,9.0,1.8,.286,0.8,.000,1.0,.500,.286,0.5,1.000,1.3,1.3,2.5,0.0,0.5,0.0,0.3,0.8,1.5,2023,36,8.1,.381,.429,.286,15.4,14.9,15.2,0.0,2.7,0.0,11.3,10.8,0.0,0.1,0.1,.067,-6.6,-2.4,-8.9,-0.1,6.52,6.369999999999999,0.6951219512195121
1312,2023,Noah Vonleh,27,BOS,C,23,1,7.4,1.0,.458,0.2,.250,0.9,.500,.479,0.1,1.000,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1,2023,171,5.9,.502,.167,.083,11.7,18.8,15.3,5.1,0.6,4.0,30.7,9.2,0.0,0.3,0.2,.060,-7.0,0.7,-6.3,-0.2,6.52,6.369999999999999,0.6951219512195121
1314,2023,Justin Jackson,27,BOS,SF,23,0,4.7,1.2,.259,0.9,.250,0.3,.286,.352,0.1,.500,0.1,0.7,0.7,0.4,0.2,0.2,0.1,0.3,0.9,2023,107,6.3,.359,.741,.074,2.1,15.1,8.7,10.5,1.8,3.2,6.7,12.2,-0.1,0.2,0.1,.025,-4.2,1.6,-2.6,0.0,6.52,6.369999999999999,0.6951219512195121
1318,2024,Drew Peterson,24,BOS,PF,3,0,7.7,2.0,.667,1.7,.600,0.3,1.000,.917,0.0,,0.0,0.3,0.3,0.3,0.7,0.0,0.3,0.3,3.7,2024,23,18.5,.917,.833,.000,0.0,4.5,2.3,5.9,4.3,0.0,14.3,13.3,0.1,0.0,0.1,.194,3.8,1.6,5.3,0.0,6.52,6.369999999999999,0.6951219512195121
1320,2024,Jordan Walsh,19,BOS,SF,9,1,9.2,1.7,.400,1.0,.222,0.7,.667,.467,0.2,.500,0.6,1.7,2.2,0.6,0.6,0.1,0.3,1.2,1.7,2024,83,8.4,.472,.600,.133,6.8,18.7,13.0,7.2,3.0,1.1,15.9,9.9,0.0,0.2,0.2,.089,-5.6,1.8,-3.8,0.0,6.52,6.369999999999999,0.6951219512195121
1322,2023,Stephen Curry,34,GSW,PG,56,56,34.7,20.2,.493,11.4,.427,8.8,.579,.614,5.0,.915,0.7,5.4,6.1,6.3,0.9,0.4,3.2,2.1,29.4,2023,1941,24.1,.656,.564,.248,2.3,16.8,9.7,30.0,1.3,0.9,12.5,31.0,5.8,2.0,7.8,.192,7.5,0.1,7.5,4.7,1.8,1.6500000000000001,0.5365853658536586
1330,2023,Klay Thompson,32,GSW,SF,69,69,33.0,18.1,.436,10.6,.412,7.6,.470,.556,1.9,.879,0.6,3.6,4.1,2.4,0.7,0.4,1.8,1.9,21.9,2023,2279,14.7,.576,.584,.105,1.9,11.7,6.9,11.0,1.0,1.1,8.6,26.4,1.2,1.9,3.1,.066,1.5,-1.7,-0.3,1.0,1.8,1.6500000000000001,0.5365853658536586
1338,2023,Jordan Poole,23,GSW,PG,82,43,30.0,15.6,.430,7.8,.336,7.8,.524,.514,5.1,.870,0.4,2.4,2.7,4.5,0.8,0.3,3.1,2.6,20.4,2023,2458,14.6,.573,.498,.325,1.5,8.5,5.0,22.5,1.2,0.8,14.7,29.2,1.4,1.9,3.2,.063,-0.1,-1.8,-1.9,0.1,1.8,1.6500000000000001,0.5365853658536586
1342,2023,Andrew Wiggins,27,GSW,SF,37,37,32.2,14.3,.473,6.1,.396,8.2,.530,.557,1.9,.611,1.6,3.4,5.0,2.3,1.2,0.8,1.3,2.9,17.1,2023,1190,14.7,.564,.425,.136,5.7,11.3,8.6,10.5,1.8,2.1,7.9,21.5,1.0,1.3,2.3,.091,-0.1,-0.4,-0.5,0.5,1.8,1.6500000000000001,0.5365853658536586
1350,2024,Chris Paul,38,GSW,PG,58,18,26.4,8.1,.441,3.6,.371,4.4,.498,.525,0.9,.827,0.3,3.6,3.9,6.8,1.2,0.1,1.3,1.9,9.2,2023,1889,17.7,.555,.391,.240,1.6,13.4,7.4,38.7,2.4,1.0,13.4,19.2,3.7,2.5,6.2,.156,2.0,1.2,3.2,2.5,1.8,1.6500000000000001,0.5365853658536586
1354,2023,James Wiseman,21,GSW,C,21,0,12.5,4.5,.628,0.1,.500,4.4,.630,.633,1.8,.684,0.9,2.6,3.5,0.7,0.1,0.3,0.7,1.9,6.9,2023,867,15.6,.589,.059,.286,9.2,25.2,17.0,5.5,0.4,2.7,11.8,21.2,0.7,0.7,1.4,.077,-2.1,-1.4,-3.5,-0.3,1.8,1.6500000000000001,0.5365853658536586
1362,2023,Jonathan Kuminga,20,GSW,PF,67,16,20.8,7.4,.525,2.2,.370,5.2,.590,.579,2.1,.652,1.0,2.4,3.4,1.9,0.6,0.5,1.4,2.3,9.9,2023,1394,13.3,.597,.294,.278,5.6,12.5,9.1,12.7,1.4,2.0,14.6,19.6,1.0,1.4,2.4,.084,-1.7,-0.1,-1.7,0.1,1.8,1.6500000000000001,0.5365853658536586
1370,2023,Donte DiVincenzo,26,GSW,SG,72,36,26.3,7.5,.435,5.3,.397,2.3,.525,.574,1.0,.817,1.1,3.4,4.5,3.5,1.3,0.1,1.6,1.8,9.4,2023,1894,12.8,.593,.700,.131,4.7,14.0,9.4,17.3,2.4,0.5,16.4,15.1,1.9,2.3,4.2,.106,-0.6,1.3,0.7,1.3,1.8,1.6500000000000001,0.5365853658536586
1374,2023,Draymond Green,32,GSW,PF,73,73,31.5,6.5,.527,1.8,.305,4.7,.612,.570,1.5,.713,0.9,6.3,7.2,6.8,1.0,0.8,2.8,3.1,8.5,2023,2297,12.2,.592,.276,.228,3.2,21.6,12.6,27.8,1.5,2.3,28.1,13.2,1.6,3.1,4.7,.098,-1.8,2.6,0.8,1.6,1.8,1.6500000000000001,0.5365853658536586
1382,2023,Kevon Looney,26,GSW,C,82,70,23.9,4.7,.630,0.0,.000,4.7,.632,.630,1.9,.606,3.3,5.9,9.3,2.5,0.6,0.6,0.5,2.7,7.0,2023,1958,17.8,.639,.003,.404,15.7,26.8,21.4,13.8,1.3,2.2,9.1,10.6,5.9,2.8,8.7,.212,0.9,1.3,2.1,2.0,1.8,1.6500000000000001,0.5365853658536586
1390,2023,Ty Jerome,25,GSW,SG,45,2,18.1,5.4,.488,2.0,.389,3.4,.546,.560,0.9,.927,0.2,1.6,1.7,3.0,0.5,0.1,0.7,1.4,6.9,2023,816,12.8,.594,.372,.169,1.0,9.4,5.3,22.1,1.3,0.5,10.3,14.9,1.4,0.7,2.1,.124,-1.1,0.3,-0.8,0.3,1.8,1.6500000000000001,0.5365853658536586
1394,2024,Cory Joseph,32,GSW,PG,26,0,11.4,2.5,.359,1.6,.310,0.8,.455,.461,0.3,.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1.0,2.4,2023,1227,12.1,.558,.513,.205,1.8,7.9,4.8,25.4,1.3,0.6,12.8,15.2,1.5,0.3,1.8,.070,-0.7,-0.8,-1.5,0.2,1.8,1.6500000000000001,0.5365853658536586
1398,2023,Anthony Lamb,25,GSW,SF,62,4,19.3,5.1,.471,3.2,.367,1.9,.652,.588,1.0,.767,0.9,2.6,3.5,1.5,0.5,0.3,0.9,2.2,6.7,2023,1195,10.9,.610,.634,.191,5.3,14.4,9.9,10.5,1.1,1.5,13.7,13.8,1.2,1.2,2.4,.096,-1.6,0.4,-1.1,0.3,1.8,1.6500000000000001,0.5365853658536586
1408,2023,JaMychal Green,32,GSW,PF,57,1,14.0,4.4,.540,1.9,.378,2.5,.667,.623,1.2,.776,1.3,2.3,3.6,0.9,0.4,0.4,0.9,1.8,6.4,2023,797,15.5,.650,.440,.266,10.1,18.0,14.1,8.9,1.5,2.5,15.6,17.5,1.2,1.0,2.2,.133,-0.7,0.2,-0.5,0.3,1.8,1.6500000000000001,0.5365853658536586
1410,2023,Moses Moody,20,GSW,SG,63,3,13.0,3.6,.476,2.1,.363,1.5,.641,.584,0.8,.698,0.4,1.2,1.7,0.8,0.3,0.1,0.5,0.9,4.8,2023,817,10.3,.603,.595,.233,3.8,10.2,7.1,8.2,1.0,0.8,12.0,14.6,0.7,0.6,1.3,.076,-1.7,-0.9,-2.6,-0.1,1.8,1.6500000000000001,0.5365853658536586
